year,basin_index,class_id,count
1953,7,4,45
1953,7,5,1
1953,8,3,1
1953,8,4,11
1953,9,4,84
1953,9,5,18
1953,10,4,69
1953,10,5,1
1953,11,4,29
1953,11,5,1
1953,12,4,56
1953,12,5,2
1953,13,4,89
1953,13,5,4
1953,14,4,9
1953,15,4,20
1953,16,4,3
1953,17,4,75
1953,17,5,4
1953,18,4,17
1953,18,5,4
1954,0,3,1
1954,0,4,98
1954,0,5,28
1954,1,4,23
1954,1,5,30
1954,2,4,61
1954,2,5,7
1954,4,3,1
1954,4,4,31
1954,4,5,21
1954,5,4,14
1954,5,5,5
1954,6,4,19
1954,6,5,22
1954,7,4,45
1954,7,5,1
1954,8,3,1
1954,8,4,11
1954,9,4,84
1954,9,5,18
1954,10,4,69
1954,10,5,1
1954,11,4,29
1954,11,5,1
1954,12,4,56
1954,12,5,2
1954,13,4,89
1954,13,5,4
1954,14,4,9
1954,15,4,20
1954,16,4,3
1954,17,4,75
1954,17,5,4
1954,18,4,17
1954,18,5,4
1955,0,3,1
1955,0,4,97
1955,0,5,29
1955,1,4,23
1955,1,5,30
1955,2,4,61
1955,2,5,7
1955,4,3,1
1955,4,4,31
1955,4,5,21
1955,5,4,14
1955,5,5,5
1955,6,4,17
1955,6,5,24
1955,7,4,41
1955,7,5,5
1955,8,3,1
1955,8,4,11
1955,9,4,84
1955,9,5,18
1955,10,4,69
1955,10,5,1
1955,11,4,29
1955,11,5,1
1955,12,4,56
1955,12,5,2
1955,13,4,89
1955,13,5,4
1955,14,4,9
1955,15,4,20
1955,16,4,3
1955,17,4,75
1955,17,5,4
1955,18,4,17
1955,18,5,4
1956,0,3,1
1956,0,4,98
1956,0,5,28
1956,1,4,23
1956,1,5,30
1956,2,4,61
1956,2,5,7
1956,4,3,1
1956,4,4,31
1956,4,5,21
1956,5,4,14
1956,5,5,5
1956,6,4,16
1956,6,5,25
1956,7,4,41
1956,7,5,5
1956,8,3,1
1956,8,4,11
1956,9,4,84
1956,9,5,18
1956,10,4,68
1956,10,5,2
1956,11,4,29
1956,11,5,1
1956,12,4,54
1956,12,5,4
1956,13,4,89
1956,13,5,4
1956,14,4,9
1956,15,4,20
1956,16,4,3
1956,17,4,75
1956,17,5,4
1956,18,4,17
1956,18,5,4
1957,0,3,1
1957,0,4,98
1957,0,5,28
1957,1,4,23
1957,1,5,30
1957,2,4,61
1957,2,5,7
1957,4,3,1
1957,4,4,31
1957,4,5,21
1957,5,4,14
1957,5,5,5
1957,6,4,16
1957,6,5,25
1957,7,4,40
1957,7,5,6
1957,8,3,1
1957,8,4,11
1957,9,4,84
1957,9,5,18
1957,10,4,66
1957,10,5,4
1957,11,4,29
1957,11,5,1
1957,12,4,53
1957,12,5,5
1957,13,4,89
1957,13,5,4
1957,14,4,9
1957,15,4,20
1957,16,4,3
1957,17,4,75
1957,17,5,4
1957,18,4,17
1957,18,5,4
1958,0,3,1
1958,0,4,98
1958,0,5,28
1958,1,4,23
1958,1,5,30
1958,2,4,61
1958,2,5,7
1958,4,3,1
1958,4,4,31
1958,4,5,21
1958,5,4,14
1958,5,5,5
1958,6,4,15
1958,6,5,26
1958,7,4,40
1958,7,5,6
1958,8,3,1
1958,8,4,11
1958,9,4,85
1958,9,5,17
1958,10,4,66
1958,10,5,4
1958,11,4,29
1958,11,5,1
1958,12,4,49
1958,12,5,9
1958,13,4,89
1958,13,5,4
1958,14,4,9
1958,15,4,20
1958,16,4,3
1958,17,4,75
1958,17,5,4
1958,18,4,17
1958,18,5,4
1959,0,3,1
1959,0,4,98
1959,0,5,28
1959,1,4,23
1959,1,5,30
1959,2,4,61
1959,2,5,7
1959,4,3,1
1959,4,4,31
1959,4,5,21
1959,5,4,14
1959,5,5,5
1959,6,4,15
1959,6,5,26
1959,7,4,40
1959,7,5,6
1959,8,3,1
1959,8,4,11
1959,9,4,85
1959,9,5,17
1959,10,4,65
1959,10,5,5
1959,11,4,29
1959,11,5,1
1959,12,4,48
1959,12,5,10
1959,13,4,89
1959,13,5,4
1959,14,4,9
1959,15,4,20
1959,16,4,2
1959,16,5,1
1959,17,4,75
1959,17,5,4
1959,18,4,17
1959,18,5,4
1960,0,3,1
1960,0,4,98
1960,0,5,28
1960,1,4,23
1960,1,5,30
1960,2,4,61
1960,2,5,7
1960,4,3,1
1960,4,4,32
1960,4,5,20
1960,5,4,14
1960,5,5,5
1960,6,4,13
1960,6,5,28
1960,7,4,38
1960,7,5,8
1960,8,3,1
1960,8,4,11
1960,9,4,84
1960,9,5,18
1960,10,4,64
1960,10,5,6
1960,11,4,29
1960,11,5,1
